"color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"Color","Richard Linklater",232,100,0,407,"Keanu Reeves",21000,5480996,"Animation|Drama|Mystery|Sci-Fi|Thriller","Robert Downey Jr.","A Scanner Darkly ",89383,39507,"Rory Cochrane",0,"detective|drugs|substance d|undercover|undercover cop","http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1",293,"English","USA","R",8700000,2006,18000,7.1,1.85,0
"Color","Joss Whedon",635,141,0,19000,"Robert Downey Jr.",26000,458991599,"Action|Adventure|Sci-Fi","Chris Hemsworth","Avengers: Age of Ultron ",462669,92000,"Scarlett Johansson",4,"artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero","http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1",1117,"English","USA","PG-13",2.5e+08,2015,21000,7.5,2.35,118000
"Color","Raja Gosnell",94,93,67,596,"Linda Cardellini",4000,84185387,"Adventure|Comedy|Family|Fantasy|Horror|Mystery","Sarah Michelle Gellar","Scooby-Doo 2: Monsters Unleashed ",33180,7800,"Tim Blake Nelson",0,"ghost|masked villain|monster|museum|tv","http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1",149,"English","USA","PG",8e+07,2004,2000,4.9,1.85,567
"Color","Steve Oedekerk",49,98,176,468,"Michael McKean",742,44455658,"Action|Adventure|Comedy|Crime","Kelly Preston","Nothing to Lose ",36253,2457,"Rebecca Gayheart",2,"boss|ghetto|money|robber|robbery","http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1",92,"English","USA","R",2.5e+07,1997,658,6.7,1.85,0
"Color","Michael Patrick King",221,146,127,722,"Liza Minnelli",962,95328937,"Comedy|Drama|Romance","Chris Noth","Sex and the City 2 ",59581,4555,"Kristin Davis",4,"abu dhabi|box office hit|muslim|nanny|united arab emirates","http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1",293,"English","USA","R",1e+08,2010,740,4.3,1.85,0
"Color","Martin Campbell",436,123,258,326,"Temuera Morrison",16000,116593191,"Action|Adventure|Sci-Fi","Ryan Reynolds","Green Lantern ",223393,17657,"Taika Waititi",2,"autopsy|lantern|planet|ring|test pilot","http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1",550,"English","USA","PG-13",2e+08,2011,368,5.6,2.35,24000
"Color","Stuart Gillard",60,96,8,199,"John Aylward",533,42660000,"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","Paige Turco","Teenage Mutant Ninja Turtles III ",25086,1254,"Matt Hill",0,"battle|japan|magic|samurai|turtle","http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1",87,"English","USA","PG",1.7e+07,1993,219,4.8,1.85,1000
"Color","Kirk De Micco",85,81,16,387,"Kenan Thompson",541,30105968,"Adventure|Animation|Comedy|Family|Sci-Fi","Cheryl Hines","Space Chimps ",8860,2268,"Omid Abtahi",0,"astronaut|attacked by a plant|planet|senator|space travel","http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1",45,"English","USA","G",3.7e+07,2008,521,4.5,2.35,279
"Color","",9,60,NA,904,"Dylan Minnette",1000,NA,"Drama|Fantasy","Holly Hunter","Saving Grace             ",3852,5203,"Bokeem Woodbine",1,"catholic|death row|inmate|oklahoma city|sexual promiscuity","http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1",47,"English","USA","TV-MA",NA,NA,1000,7.5,1.78,634
"Color","Martin Campbell",134,124,258,748,"Scott Glenn",867,68473360,"Action|Adventure|Drama|Thriller","Nicholas Lea","Vertical Limit ",49536,3424,"Ben Mendelsohn",0,"death|die hard scenario|k2|rescue|urination","http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1",379,"English","USA","PG-13",7.5e+07,2000,826,5.9,1.85,0
"Color","Shana Feste",63,96,19,71,"Zoë Kravitz",1000,115862,"Drama|Romance","Jennifer Ehle","The Greatest ",7394,2163,"Cara Seymour",2,"car crash|loss|self help group|teenage mother|title directed by female","http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1",50,"English","USA","R",6e+06,2009,943,6.7,2.35,0
"Color","",17,60,NA,84,"Steve Gonsalves",155,NA,"Documentary","Amy Bruni","Ghost Hunters             ",5563,552,"Jason Hawes",0,"ghost|paranormal|paranormal research|shaky cam","http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1",57,"English","USA","",NA,NA,130,6.6,NA,373
"Color","Akiva Schaffer",265,102,82,537,"Nicholas Braun",622,34350553,"Action|Comedy|Sci-Fi","Will Forte","The Watch ",104066,2488,"Rosemarie DeWitt",4,"alien|escape|manager|neighborhood watch|ohio","http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1",207,"English","USA","R",6.8e+07,2012,591,5.7,2.35,15000
"Color","Michael Winterbottom",71,115,187,887,"Sarah Polley",14000,403932,"Drama|Romance|Western","Milla Jovovich","The Claim ",5254,17104,"Shirley Henderson",4,"gold|gold mine|miner|railroad|surveyor","http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1",92,"English","UK","R",2e+07,2000,900,6.5,2.35,141
"Color","",10,173,NA,476,"Colm Feore",723,NA,"Horror|Sci-Fi|Thriller","Craig T. Nelson","Creature             ",2011,3149,"Megalyn Echikunwoke",3,"author cameo|family relationships|island|monster|two part tv movie","http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1",33,"English","USA","",NA,NA,539,5,1.78,518
"Color","Colin Strause",211,102,25,473,"Johnny Lewis",1000,41797066,"Action|Horror|Sci-Fi|Thriller","Sam Trammell","Aliens vs. Predator: Requiem ",92789,4324,"Ian Whyte",0,"alien|escape|hunting|hybrid|predator","http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1",998,"English","USA","R",4e+07,2007,741,4.7,2.35,0
"Color","",13,120,NA,NA,"Michael Douglas",416,NA,"Action|Crime|Drama|Mystery","Karl Malden","The Streets of San Francisco             ",3405,416,"",0,"city name in series title|homicide|older man younger man relationship|place in series title|police partner","http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1",13,"English","USA","",NA,NA,0,7.3,4,533
"Color","Alan Metter",17,83,3,421,"Michael Winslow",16000,126247,"Comedy|Crime","Christopher Lee","Police Academy: Mission to Moscow ",24958,17469,"G.W. Bailey",0,"captain|commandant|mafia|russian mafia|security system","http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1",103,"English","USA","PG",6200000,1994,542,3.3,1.85,321
"Color","Eric Lavaine",17,98,0,5,"Julie Engelbrecht",186,NA,"Comedy","Lambert Wilson","Barbecue ",1673,253,"Lionel Abelanski",1,"","http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1",1,"French","France","",NA,2014,41,6.1,2.35,348
"Color","Oleg Stepchenko",25,107,0,48,"Igor Jijikine",1000,NA,"Adventure|Fantasy|Mystery|Thriller","Jason Flemyng","Viy ",3170,1166,"Agnia Ditkovskite",1,"cartographer|creature|foreign language adaptation|sword and sorcery|village","http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1",18,"Russian","Russia","",2.6e+07,2014,65,5.4,1.85,0
"Color","Ted Post",78,95,57,158,"Gregory Sierra",220,NA,"Action|Adventure|Sci-Fi","Linda Harrison","Beneath the Planet of the Apes ",32378,1186,"Victor Buono",0,"ape|astronaut|mission|planet|rescue","http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1",150,"English","USA","G",3e+06,1970,162,6.1,2.35,0
"Color","Andrea Di Stefano",106,120,30,55,"Brady Corbet",14000,106869,"Crime|Drama|Romance|Thriller","Josh Hutcherson","Escobar: Paradise Lost ",13762,14492,"Carlos Bardem",1,"colombia|dream|love|surfer|village","http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1",39,"English","France","R",1.7e+07,2014,287,6.6,NA,0
"Color","Dan Fogelman",139,106,102,970,"Jennifer Garner",14000,5348317,"Comedy|Drama|Music","Al Pacino","Danny Collins ",20810,18712,"Melissa Benoist",0,"entertainer|inspiration|lost opportunity|pregnant mother|rock star","http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1",100,"English","USA","R",1e+07,2015,3000,7.1,NA,0
"Color","Jeb Stuart",38,118,11,12,"Claudia Stedelin",37,6482195,"Crime|Mystery|Thriller","Gregory Scott Cummins","Switchback ",9740,74,"Ted Markland",1,"deputy|fbi agent|knife held to throat|serial killer|sheriff","http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1",81,"English","USA","R",3.7e+07,1997,12,6.4,2.35,389
"Color","Louis C.K.",31,81,0,542,"J.B. Smoove",560,3293258,"Action|Adventure|Comedy|Musical","Wanda Sykes","Pootie Tang ",11399,2238,"Robert Vaughn",0,"based on sketch comedy|corporation|cult film|evil corporation|sex","http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1",131,"English","USA","PG-13",3e+06,2001,555,5.2,1.85,0
"Color","Clark Johnson",144,117,69,1000,"Josh Charles",10000,116643346,"Action|Adventure|Crime|Thriller","Jeremy Renner","S.W.A.T. ",119807,14486,"LL Cool J",1,"hostage|police|prison|swat team|training","http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1",340,"English","USA","PG-13",8e+07,2003,1000,6,2.35,0
" Black and White","Michael Bay",191,184,0,691,"Jaime King",3000,198539855,"Action|Drama|History|Romance|War","Jennifer Garner","Pearl Harbor ",254111,5401,"Mako",0,"air raid|black smoke|japanese military|japanese navy|sunday","http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1",1999,"English","USA","PG-13",1.4e+08,2001,961,6.1,2.35,0
"Color","Niki Caro",113,129,51,89,"Valente Rodriguez",427,44469602,"Biography|Drama|Sport","Morgan Saylor","McFarland, USA ",23480,952,"Diana Maria Riva",0,"coach|high school|place name in title|school|student","http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1",83,"English","USA","PG",1.7e+07,2015,234,7.4,2.35,21000
"Color","Jean-Pierre Jeunet",223,116,0,672,"Michael Wincott",1000,47748610,"Action|Horror|Sci-Fi","Gary Dourdan","Alien: Resurrection ",170179,3090,"Raymond Cruz",0,"alien|blood|breeding|clone|scientist","http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1",656,"English","USA","R",7.5e+07,1997,720,6.3,2.35,0
"Color","Jonathan Levine",452,98,129,7,"Vincent Leclerc",303,66359959,"Comedy|Horror|Romance","Cory Hardrict","Warm Bodies ",184641,337,"Daniel Rindress-Kay",0,"fight|memory|teenager|undead|zombie","http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1",326,"English","USA","PG-13",3.5e+07,2013,18,6.9,2.35,81000
"Color","Richard Kwietniowski",50,93,23,130,"Maury Chaykin",471,2542264,"Comedy|Drama","Jason Priestley","Love and Death on Long Island ",3407,938,"Danny Webb",1,"actor|love|obsession|obsessive love|star","http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1",48,"English","UK","PG-13",NA,1997,232,7.1,1.85,61
"Color","Ron Underwood",132,96,31,536,"Ariana Richards",651,16667084,"Comedy|Horror|Sci-Fi","Reba McEntire","Tremors ",90070,3119,"Michael Gross",0,"desert|giant worm|monster|pipe bomb|small town","http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1",248,"English","USA","PG-13",1.1e+07,1990,610,7.1,1.85,11000
"Color","Michael Apted",197,128,150,244,"Maria Grazia Cucinotta",766,126930660,"Action|Adventure|Thriller","Colin Salmon","The World Is Not Enough ",157519,2037,"Desmond Llewelyn",2,"british|oil|scientist|terrorist|tycoon","http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1",683,"English","UK","PG-13",1.35e+08,1999,536,6.4,2.35,2000
"Color","Jon Amiel",34,94,36,507,"Peter Gallagher",13000,13801755,"Action|Comedy|Crime|Thriller","Bill Murray","The Man Who Knew Too Little ",23928,15183,"Joanne Whalley",1,"assassin|bomb|dominatrix|mistaken identity|spy","http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1",100,"English","USA","PG",2e+07,1997,828,6.6,1.85,0
"Color","Brad Bird",283,115,663,55,"Craig T. Nelson",1000,261437578,"Action|Adventure|Animation|Family","Holly Hunter","The Incredibles ",479166,1901,"Lou Romano",0,"hero|island|lawsuit|secret|superhero","http://www.imdb.com/title/tt0317705/?ref_=fn_tt_tt_1",815,"English","USA","PG",9.2e+07,2004,723,8,2.35,0
"Color","Kevin Tancharoen",134,123,64,637,"Kay Panabaker",808,22452209,"Comedy|Drama|Musical|Romance","Kelsey Grammer","Fame ",14062,5734,"Megan Mullally",0,"new york|performing arts|school|student|teacher","http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1",82,"English","USA","PG",1.8e+07,2009,720,5,2.35,0
"Color","Nicole Holofcener",71,91,132,225,"Brenda Blethyn",400,4186931,"Comedy|Drama|Romance","Aunjanue Ellis","Lovely & Amazing ",6041,1330,"Raven Goodwin",3,"african american|dog|homecoming queen|insecurity|surgery","http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1",85,"English","USA","R",250000,2001,286,6.9,1.85,169
"Color","Akira Kurosawa",25,134,0,4,"Tetsu Watanabe",15,48856,"Drama","Tatsuo Matsumura","Madadayo ",3466,30,"Akira Terao",0,"air raid|beer|birthday|japan|professor","http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1",40,"Japanese","Japan","",11900000,1993,6,7.5,1.85,355
"Color","Jean-Jacques Annaud",76,136,218,400,"Mako",11000,37901509,"Adventure|Biography|Drama|History|War","Brad Pitt","Seven Years in Tibet ",96385,12226,"Victor Wong",1,"austria|dalai lama|himalaya|mountain|tibet","http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1",119,"English","USA","PG-13",7e+07,1997,691,7,2.35,0
"Color","John Waters",90,87,0,503,"Melanie Griffith",975,1276984,"Comedy|Crime|Thriller","Alicia Witt","Cecil B. DeMented ",11403,3059,"Kevin Nealon",2,"actress|drive in|female protagonist|movie star|woman shot in the forehead","http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1",150,"English","France","R",1e+07,2000,537,6.2,1.85,795
"Color","Rick Famuyiwa",37,109,44,458,"Sanaa Lathan",1000,27362712,"Comedy|Drama|Music|Romance","Boris Kodjoe","Brown Sugar ",5971,3199,"Wendell Pierce",1,"basketball|hip hop|rap music|record company|writer","http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1",60,"English","USA","PG-13",8e+06,2002,886,6.5,1.85,0
"Color","Ryan Murphy",213,140,708,745,"Julia Roberts",11000,80574010,"Drama|Romance","James Franco","Eat Pray Love ",63493,20440,"Billy Crudup",1,"divorce|emotional balance|female protagonist|indonesia|inner peace","http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1",302,"English","USA","PG-13",6e+07,2010,8000,5.7,1.85,26000
"Color","Paul McGuigan",98,114,118,40,"Christopher Cousins",489,12831121,"Drama|Mystery|Romance|Thriller","Jessica Paré","Wicker Park ",44979,679,"Mark Camacho",0,"flashback|flashback within a flashback|multiple perspectives|obsession|split screen","http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1",298,"English","USA","PG-13",3e+07,2004,93,7,2.35,0
"Color","Marcus Nispel",43,91,158,265,"Brittany Curran",630,NA,"Horror|Mystery|Thriller","Ashley Tramonte","Exeter ",3836,2679,"Lindsay MacDonald",0,"asylum|demon|party|secret|teenager","http://www.imdb.com/title/tt1945044/?ref_=fn_tt_tt_1",33,"English","USA","R",NA,2015,512,4.6,1.85,0
"Color","Peter M. Cohen",48,82,0,51,"Brian Van Holt",472,4142507,"Comedy|Romance","Callie Thorne","Whipped ",3665,858,"David Heyman",1,"dating|diner|masturbation|urination|washington square manhattan new york city","http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1",81,"English","USA","R",3e+06,2000,324,4.4,1.85,131
"Color","John Eng",45,80,0,362,"Cree Summer",971,39399750,"Adventure|Animation|Comedy|Family|Fantasy|Musical","Elizabeth Daily","Rugrats Go Wild ",5674,3017,"Nancy Cartwright",0,"kid|oxygen|rugrats|trapped underwater|underwater","http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1",35,"English","USA","PG",2.5e+07,2003,503,5.6,2.35,329
"Color","Alejandro G. Iñárritu",157,115,0,35,"Jorge Salinas",85,5383834,"Drama|Thriller","Adriana Barraza","Amores Perros ",173551,318,"Goya Toledo",0,"animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline","http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1",361,"Spanish","Mexico","R",2e+06,2000,79,8.1,1.85,11000
"Color","Steven Spielberg",538,150,14000,655,"Hal Holbrook",23000,182204440,"Biography|Drama|History|War","Joseph Gordon-Levitt","Lincoln ",197412,25517,"Bruce McGill",0,"cultural conflict|politics|president|slavery|u.s. president","http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1",720,"English","USA","PG-13",6.5e+07,2012,826,7.4,2.35,71000
"Color","Oren Peli",409,84,110,21,"Ashley Palmer",189,107917283,"Horror","Micah Sloat","Paranormal Activity ",184824,330,"Amber Armstrong",0,"dark force|entity|evil force|found footage|paranormal phenomenon","http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1",1189,"English","USA","R",15000,2007,109,6.3,1.85,12000
"Color","Lluís Quílez",40,92,0,2,"Pixie Davies",327,NA,"Horror|Thriller","Stephen Rea","Out of the Dark ",2621,380,"Alejandro Furth",3,"haunted house","http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1",18,"English","USA","R",NA,2014,51,4.7,2.35,844
"Color","Christopher Nolan",185,118,22000,319,"Maura Tierney",14000,67263182,"Drama|Mystery|Thriller","Al Pacino","Insomnia ",218771,15658,"Crystal Lowe",0,"detective|insomnia|murder|partner|police","http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1",651,"English","USA","R",4.6e+07,2002,509,7.2,2.35,0
"Color","Robert Wise",57,115,338,45,"Paula Kelly",116,NA,"Sci-Fi|Thriller","David Wayne","The Andromeda Strain ",25857,394,"Eric Christmas",0,"alien|baby|new mexico|satellite|scientist","http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1",171,"English","USA","G",6500000,1971,112,7.2,2.35,0
"Color","Alan Poul",148,104,16,584,"Noureen DeWulf",1000,37481242,"Comedy|Romance","Danneel Ackles","The Back-up Plan ",40654,3356,"Tom Bosley",0,"artificial insemination|baby|cheese|chick flick|pet shop","http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1",97,"English","USA","PG-13",3.5e+07,2010,700,5.3,2.35,0
"Color","John Schultz",82,86,13,553,"Carter Jenkins",1000,25200412,"Adventure|Comedy|Family|Fantasy|Sci-Fi","Malese Jow","Aliens in the Attic ",16580,3423,"Tim Meadows",3,"alien|attic|boyfriend|mind control|nintendo ds","http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1",55,"English","USA","PG",4.5e+07,2009,701,5.4,1.85,916
"Color","Paul Schrader",75,106,261,520,"Ayelet Zurer",30000,NA,"Drama|War","Veronica Ferres","Adam Resurrected ",3075,31325,"Derek Jacobi",2,"circus|dog|entertainer|holocaust|patient","http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1",31,"English","Germany","R",1e+07,2008,744,6.3,2.35,589
"Color","Ciarán Foy",189,97,11,220,"James Ransone",1000,27736779,"Horror|Mystery|Thriller","Laila Haley","Sinister 2 ",25210,2403,"Jaden Klein",0,"deputy|farmhouse|nightmare|private investigator|rural","http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1",126,"English","USA","R",1e+07,2015,412,5.2,2.35,13000
"Color","Gillian Armstrong",27,115,44,902,"Kirsten Dunst",23000,50003300,"Drama|Family|Romance","Christian Bale","Little Women ",36624,29370,"Eric Stoltz",4,"civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war","http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1",132,"English","USA","PG",1.5e+07,1994,4000,7.3,1.85,0
"Color","",7,42,NA,535,"Mary Elizabeth Mastrantonio",766,NA,"Crime|Drama|Sci-Fi|Thriller","Colin Salmon","Limitless             ",38177,2707,"Jake McDorman",2,"brain capacity|fbi|fictional drug|intelligence|taking a pill","http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1",131,"English","USA","TV-14",NA,NA,638,7.9,16,11000
"Color","Duke Johnson",328,90,26,0,"Tom Noonan",1000,3442820,"Animation|Comedy|Drama|Romance","Jennifer Jason Leigh","Anomalisa ",31489,1442,"David Thewlis",0,"full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room","http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1",140,"English","USA","R",8e+06,2015,442,7.3,2.35,0
"Color","Alfonso Cuarón",372,109,0,18,"Danny Huston",16000,35286428,"Drama|Sci-Fi|Thriller","Charlie Hunnam","Children of Men ",361767,16479,"Rita Davies",0,"chaos|england|long take|survival|violence","http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1",1206,"English","USA","R",7.6e+07,2006,430,7.9,1.85,17000
"Color","Scott Derrickson",411,110,301,412,"Victoria Leigh",1000,48056940,"Horror|Mystery","Danielle Kotch","Sinister ",155153,2239,"James Ransone",0,"book|found footage|research|snuff film|writer","http://www.imdb.com/title/tt1922777/?ref_=fn_tt_tt_1",524,"English","USA","R",3e+06,2012,419,6.8,2.35,58000
"Color","Richard Kelly",287,115,219,258,"Gillian Jacobs",902,15045676,"Drama|Fantasy|Mystery|Thriller","Frank Langella","The Box ",76303,2466,"Celia Weston",1,"alien|library|moral dilemma|nosebleed|supernatural power","http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1",376,"English","USA","PG-13",1.6e+07,2009,837,5.6,2.35,0
